gene.number	Podan2	Neucr2	Spoth2	PenchWisc1_1	Aniger	Penox1	Talst1_2	Trire2	Aoryz	Anidul	ratio
An15g05850	1	1	1	1	1	1	1	1	0	1	0.9
An02g14610	1	1	1	1	1	1	1	1	0	1	0.75
An04g00790	1	1	1	1	1	1	1	1	0	1	0.9
An01g08860	1	1	1	1	1	1	1	1	0	1	0.75
An06g01820	1	1	1	1	1	1	1	1	0	1	0.9
An11g02640	1	1	1	1	1	1	1	1	0	1	0.75
An04g08750	1	1	1	1	1	1	1	1	0	1	0.9
An07g09090	1	1	1	1	1	1	1	1	0	1	0.75
An18g04000	1	1	1	1	1	1	1	1	0	1	0.9
An18g05180	1	1	1	1	1	1	1	1	0	1	0.75
An01g05640	1	1	1	1	1	1	1	1	0	1	0.9
An01g01870	1	1	1	0	1	0	1	1	0	1	0.583333333
An09g03700	1	1	1	0	1	0	1	1	0	1	0.7
An04g10140	0	0	1	0	1	0	1	1	0	1	0.416666667
An16g05320	0	0	0	0	1	0	1	1	0	1	0.4
An08g00900	1	1	1	1	1	1	0	1	0	1	0.666666667
An18g03920	1	1	0	1	1	1	0	1	0	1	0.7
An11g00220	0	0	0	1	1	0	0	1	0	1	0.333333333
An08g09230	1	0	0	0	1	0	0	1	0	1	0.4
An07g05030	0	0	0	0	1	0	0	1	0	1	0.25
An01g02680	0	0	0	1	1	1	1	0	0	1	0.5
An02g00150	1	0	1	0	1	1	1	0	0	1	0.5
An15g04540	0	0	0	1	1	0	1	0	0	1	0.4
An07g09350	0	0	1	0	1	0	1	0	0	1	0.333333333
An02g14500	0	0	0	0	1	0	1	0	0	1	0.3
An12g02590	0	0	0	1	1	1	1	0	0	1	0.416666667
An07g10060	1	1	1	1	1	1	1	0	0	1	0.8
An02g13530	1	1	1	1	1	1	1	0	0	1	0.666666667
An06g02460	0	0	1	1	1	1	1	0	0	1	0.6
An02g08040	0	0	0	1	1	1	1	0	0	1	0.416666667
An07g02450	0	0	0	1	1	1	1	0	0	1	0.5
An04g05550	0	0	0	1	1	1	1	0	0	1	0.416666667
An09g06360	0	0	0	1	1	1	1	0	0	1	0.5
An07g03030	0	0	0	1	1	1	1	0	0	1	0.416666667
An15g01590	0	0	0	1	1	0	1	0	0	1	0.4
An04g07120	0	0	0	1	1	0	1	0	0	1	0.333333333
An09g06260	1	1	1	0	1	0	1	0	0	1	0.6
An11g04240	0	0	0	0	1	0	1	0	0	1	0.25
An15g02150	0	0	0	0	1	0	1	0	0	1	0.3
An01g06350	0	0	0	0	1	0	1	0	0	1	0.25
An04g09710	0	0	0	0	1	1	0	0	0	1	0.3
An03g06630	0	0	0	0	1	1	0	0	0	1	0.25
An06g00350	0	0	0	0	1	1	0	0	0	1	0.3
An12g09310	1	1	1	1	1	1	0	0	0	1	0.583333333
An15g05930	0	1	0	1	1	1	0	0	0	1	0.5
An16g04900	1	0	0	1	1	1	0	0	0	1	0.416666667
An12g02920	1	0	0	1	1	1	0	0	0	1	0.5
An04g08430	0	0	0	1	1	1	0	0	0	1	0.333333333
An11g07490	0	0	0	1	1	1	0	0	0	1	0.4
An12g06000	0	0	0	1	1	1	0	0	0	1	0.333333333
An18g06770	0	0	0	1	1	1	0	0	0	1	0.4
An12g04700	0	0	0	1	1	1	0	0	0	1	0.333333333
An08g06730	0	0	0	1	1	1	0	0	0	1	0.4
An01g10940	0	0	0	1	1	1	0	0	0	1	0.333333333
An04g08220	1	0	1	0	1	1	0	0	0	1	0.5
An01g14990	0	0	0	0	1	1	0	0	0	1	0.25
An12g10950	0	0	0	0	1	1	0	0	0	1	0.3
An08g04580	0	0	0	0	1	1	0	0	0	1	0.25
An07g01350	1	0	0	1	1	0	0	0	0	1	0.4
An15g07710	0	0	0	1	1	0	0	0	0	1	0.25
An02g13650	0	0	0	1	1	0	0	0	0	1	0.3
An11g09170	0	0	0	1	1	0	0	0	0	1	0.25
An15g03800	0	0	0	1	1	0	0	0	0	1	0.3
An09g05050	0	0	0	1	1	0	0	0	0	1	0.25
An03g01290	1	1	1	0	1	0	0	0	0	1	0.5
An13g02450	0	1	0	0	1	0	0	0	0	1	0.25
An15g05480	1	0	0	0	1	0	0	0	0	1	0.3
An09g00540	0	0	0	0	1	0	0	0	0	1	0.166666667
An16g01600	0	0	0	0	1	0	0	0	0	1	0.2
An08g02170	0	0	0	0	1	0	0	0	0	1	0.166666667
An03g01770	0	0	0	0	1	0	0	0	0	1	0.2
An02g14040	0	0	0	0	1	0	0	0	0	1	0.166666667
An01g01300	0	0	0	0	1	0	0	0	0	1	0.2
An16g07310	0	0	0	0	1	0	0	0	0	1	0.166666667
An15g02210	0	0	0	0	1	0	0	0	0	1	0.2
An01g10640	0	0	0	0	1	0	0	0	0	1	0.166666667
An12g09520	0	0	0	0	1	0	0	0	0	1	0.2
An03g00310	0	0	0	0	1	0	0	0	0	1	0.166666667
An01g14560	0	0	0	0	1	0	0	0	0	1	0.2
An06g02520	0	0	0	0	1	0	0	0	0	1	0.166666667
An03g05760	0	0	0	0	1	0	0	0	0	1	0.2
An04g06240	1	1	1	1	1	0	1	1	1	0	0.666666667
An11g08140	1	1	1	1	1	1	1	1	1	0	0.9
An04g04530	1	1	1	0	1	1	1	1	1	0	0.666666667
An15g05520	1	1	0	1	1	1	1	1	1	0	0.8
An01g08960	1	1	0	1	1	1	1	1	1	0	0.666666667
An11g07080	0	0	0	0	1	0	1	1	1	0	0.4
An09g05550	1	0	0	1	1	0	1	1	1	0	0.5
An08g08430	0	0	0	1	1	0	0	1	1	0	0.4
An11g02440	0	0	0	1	1	0	0	1	1	0	0.333333333
An01g02070	0	0	0	0	1	0	0	1	1	0	0.3
An15g05110	1	1	1	1	1	1	1	0	1	0	0.666666667
An01g14650	0	0	1	0	1	1	1	0	1	0	0.5
An06g00810	1	1	0	1	1	1	0	0	1	0	0.5
An12g01800	1	1	0	1	1	1	0	0	1	0	0.6
An18g01140	1	0	1	0	1	1	0	0	1	0	0.416666667
An15g04550	0	0	0	0	1	1	0	0	1	0	0.3
An08g11070	0	0	0	1	1	0	0	0	1	0	0.25
An06g02030	0	0	0	1	1	0	0	0	1	0	0.3
An14g02300	0	0	0	0	1	0	0	0	1	0	0.166666667
An15g05020	0	0	0	0	1	0	0	0	1	0	0.2
An03g06560	1	1	1	1	1	1	1	1	1	0	0.75
An05g02310	1	0	0	0	1	1	1	1	1	0	0.6
An11g00670	0	0	0	1	1	1	1	1	1	0	0.5
An08g11860	1	1	1	1	1	1	1	1	1	0	0.9
An13g01880	1	1	1	1	1	1	1	1	1	0	0.75
An14g02150	0	1	1	1	1	1	1	1	1	0	0.8
An02g04690	0	1	1	1	1	1	1	1	1	0	0.666666667
An08g04640	0	0	0	0	1	1	1	1	1	0	0.5
An06g00190	0	0	0	0	1	1	1	1	1	0	0.416666667
An12g07730	1	1	1	1	1	1	1	1	1	0	0.9
An18g01240	1	1	1	1	1	1	1	1	1	0	0.75
An11g05700	1	1	1	1	1	1	1	1	1	0	0.9
An16g04040	1	1	1	1	1	1	1	1	1	0	0.75
An15g03390	1	1	1	1	1	1	1	1	1	0	0.9
An14g02760	1	0	1	1	1	1	1	1	1	0	0.666666667
An02g00190	1	1	0	1	1	1	1	1	1	0	0.8
An02g09050	1	1	0	1	1	1	1	1	1	0	0.666666667
An08g08290	1	1	0	1	1	1	1	1	1	0	0.8
An08g03440	1	1	0	1	1	1	1	1	1	0	0.666666667
An09g00680	0	0	0	1	1	1	1	1	1	0	0.6
An01g11130	0	0	0	0	1	1	1	1	1	0	0.416666667
An07g00170	0	0	0	0	1	1	1	1	1	0	0.5
An09g00480	0	0	0	0	1	0	1	1	1	0	0.333333333
An09g00620	0	0	0	0	1	0	1	1	1	0	0.4
An09g01050	1	0	0	1	1	0	1	1	1	0	0.5
An01g09530	0	0	0	1	1	0	1	1	1	0	0.5
An12g10560	1	1	1	0	1	0	1	1	1	0	0.583333333
An16g00670	0	0	0	0	1	0	1	1	1	0	0.4
An18g00730	1	1	1	0	1	1	0	1	1	0	0.583333333
An11g00040	0	0	0	1	1	1	0	1	1	0	0.5
An04g07370	1	0	1	1	1	1	0	1	1	0	0.583333333
An01g11480	1	0	1	1	1	1	0	1	1	0	0.7
An14g00800	0	1	0	1	1	1	0	1	1	0	0.5
An18g01340	1	1	0	0	1	0	0	1	1	0	0.5
An15g07000	1	1	0	0	1	0	0	1	1	0	0.416666667
An12g06130	0	1	0	1	1	0	0	1	1	0	0.5
An01g14730	1	1	1	1	1	0	0	1	1	0	0.583333333
An05g01770	1	1	1	1	1	0	0	1	1	0	0.7
An05g01750	1	1	1	1	1	0	0	1	1	0	0.583333333
An16g02230	1	1	0	1	1	0	0	1	1	0	0.6
An13g03450	0	0	1	0	1	0	0	1	1	0	0.333333333
An04g06300	1	1	1	0	1	0	0	1	1	0	0.6
An13g02530	1	1	1	0	1	0	0	1	1	0	0.5
An09g02370	1	0	1	0	1	0	0	1	1	0	0.5
An03g06790	1	0	0	0	1	0	0	1	1	0	0.333333333
An15g00850	1	0	0	0	1	0	0	1	1	0	0.4
An07g00320	0	0	0	0	1	0	1	0	1	0	0.25
An01g01150	0	0	0	0	1	0	1	0	1	0	0.3
An01g07730	1	0	0	1	1	0	1	0	1	0	0.416666667
An11g08920	0	0	0	1	1	0	1	0	1	0	0.4
An12g05400	1	0	1	0	1	0	1	0	1	0	0.416666667
An15g03550	1	1	1	1	1	1	1	0	1	0	0.8
An09g04360	0	0	0	1	1	1	1	0	1	0	0.416666667
An01g08630	1	0	0	1	1	1	1	0	1	0	0.6
An12g10790	1	0	0	1	1	1	1	0	1	0	0.5
An12g07750	0	0	0	1	1	1	1	0	1	0	0.5
An14g04490	0	0	0	1	1	1	1	0	1	0	0.416666667
An01g04530	0	0	0	1	1	1	1	0	1	0	0.5
An16g00070	0	0	0	1	1	1	1	0	1	0	0.416666667
An16g06800	0	0	0	1	1	1	1	0	1	0	0.5
An03g06310	1	1	1	0	1	1	1	0	1	0	0.583333333
An18g04810	0	0	0	0	1	1	1	0	1	0	0.4
An13g02130	0	0	0	0	1	1	1	0	1	0	0.333333333
An11g06510	0	0	0	1	1	0	1	0	1	0	0.4
An13g00480	0	1	0	1	1	0	1	0	1	0	0.416666667
An01g01840	0	0	0	1	1	0	1	0	1	0	0.4
An12g04260	0	0	0	1	1	0	1	0	1	0	0.333333333
An14g02980	0	0	0	1	1	0	1	0	1	0	0.4
An04g08440	0	0	1	0	1	0	1	0	1	0	0.333333333
An02g12930	1	0	0	0	1	0	1	0	1	0	0.4
An12g05360	1	0	0	0	1	0	1	0	1	0	0.333333333
An02g08130	0	0	0	0	1	0	1	0	1	0	0.3
An01g01370	0	0	0	0	1	0	1	0	1	0	0.25
An07g06800	0	0	0	0	1	0	1	0	1	0	0.3
An07g01000	0	0	0	0	1	0	1	0	1	0	0.25
An06g00170	0	0	0	0	1	0	1	0	1	0	0.3
An13g02620	0	0	0	0	1	0	1	0	1	0	0.25
An07g00480	1	1	1	1	1	1	0	0	1	0	0.7
An16g03700	0	0	0	1	1	1	0	0	1	0	0.333333333
An02g07850	0	0	0	1	1	1	0	0	1	0	0.4
An02g06660	0	0	0	1	1	1	0	0	1	0	0.333333333
An09g00120	0	0	0	1	1	1	0	0	1	0	0.4
An16g01780	0	0	0	1	1	1	0	0	1	0	0.333333333
An08g03650	0	0	0	1	1	1	0	0	1	0	0.4
An15g04570	1	0	0	0	1	1	0	0	1	0	0.333333333
An02g12450	0	0	0	0	1	1	0	0	1	0	0.3
An03g05930	0	0	0	0	1	1	0	0	1	0	0.25
An16g01290	0	0	0	0	1	1	0	0	1	0	0.3
An03g06500	0	0	0	0	1	1	0	0	1	0	0.25
An03g00850	0	0	0	1	1	0	0	0	1	0	0.3
An11g00270	0	0	0	0	1	0	0	0	1	0	0.166666667
An16g02540	0	0	0	0	1	0	0	0	1	0	0.2
An16g02530	0	0	0	0	1	0	0	0	1	0	0.166666667
An11g02890	0	0	0	1	1	0	0	0	1	0	0.3
An10g00140	0	0	0	1	1	0	0	0	1	0	0.25
An16g05690	0	0	0	1	1	0	0	0	1	0	0.3
An01g06620	1	0	0	1	1	0	0	0	1	0	0.333333333
An07g00330	0	0	0	1	1	0	0	0	1	0	0.3
An07g06300	0	0	0	1	1	0	0	0	1	0	0.25
An11g01190	0	0	0	1	1	0	0	0	1	0	0.3
An02g10330	0	0	0	1	1	0	0	0	1	0	0.25
An04g09490	0	0	0	1	1	0	0	0	1	0	0.3
An04g08050	0	0	0	1	1	0	0	0	1	0	0.25
An07g00350	0	0	0	1	1	0	0	0	1	0	0.3
An01g07680	0	0	0	1	1	0	0	0	1	0	0.25
An09g03300	0	0	0	1	1	0	0	0	1	0	0.3
An06g02000	0	0	0	1	1	0	0	0	1	0	0.25
An07g00200	0	0	1	0	1	0	0	0	1	0	0.3
An04g04460	1	1	0	0	1	0	0	0	1	0	0.333333333
An15g05000	1	1	0	0	1	0	0	0	1	0	0.4
An11g05100	1	1	0	0	1	0	0	0	1	0	0.333333333
An15g04170	1	0	0	0	1	0	0	0	1	0	0.3
An16g06260	1	0	0	0	1	0	0	0	1	0	0.25
An14g01253	1	0	0	0	1	0	0	0	1	0	0.3
An12g04090	0	0	0	0	1	0	0	0	1	0	0.166666667
An04g06350	0	0	0	0	1	0	0	0	1	0	0.2
An19g00040	0	0	0	0	1	0	0	0	1	0	0.166666667
An09g05130	0	0	0	0	1	0	0	0	1	0	0.2
An11g03310	0	0	0	0	1	0	0	0	1	0	0.166666667
An07g05710	0	0	0	0	1	0	0	0	1	0	0.2
An08g11180	0	0	0	0	1	0	0	0	1	0	0.166666667
An04g03010	0	0	0	0	1	0	0	0	1	0	0.2
An06g02070	0	0	0	0	1	0	0	0	1	0	0.166666667
An07g04850	0	0	0	0	1	0	0	0	1	0	0.2
An08g01070	0	0	0	0	1	0	0	0	1	0	0.166666667
An11g05340	0	0	0	0	1	0	0	0	1	0	0.2
An03g01060	0	0	0	0	1	0	0	0	1	0	0.166666667
An15g00830	0	0	0	0	1	0	0	0	1	0	0.2
An08g06250	0	0	0	0	1	0	0	0	1	0	0.166666667
An12g10680	0	0	0	0	1	0	0	0	1	0	0.2
An12g01380	0	0	0	0	1	0	0	0	1	0	0.166666667
An01g14600	0	0	0	0	1	0	0	0	1	0	0.2
An09g00840	0	0	0	0	1	0	0	0	1	0	0.166666667
An13g03140	0	0	0	0	1	0	0	0	1	0	0.2
An12g10180	0	0	0	0	1	0	0	0	1	0	0.166666667
An11g09240	0	0	0	0	1	0	0	0	1	0	0.2
An02g13710	0	0	0	0	1	0	0	0	1	0	0.166666667
An01g11560	0	0	0	0	1	0	0	0	1	0	0.2
An12g10360	0	0	0	0	1	0	0	0	1	0	0.166666667
An03g05560	0	0	0	0	1	0	0	0	1	0	0.2
An16g01120	0	0	0	0	1	0	0	0	1	0	0.166666667
An01g10910	0	0	0	0	1	0	0	0	1	0	0.2
An14g03070	0	0	0	0	1	0	0	0	1	0	0.166666667
An04g10150	0	0	0	0	1	0	0	0	1	0	0.2
An07g03300	0	0	0	0	1	0	0	0	1	0	0.166666667
An02g08560	0	0	0	0	1	0	0	0	1	0	0.2
An05g01140	0	0	0	0	1	0	0	0	1	0	0.166666667
An03g05380	0	0	0	0	1	0	0	0	1	0	0.2
An01g07990	0	0	0	0	1	0	0	0	1	0	0.166666667
An15g00820	0	0	0	0	1	0	0	0	1	0	0.2
An07g03560	0	0	0	0	1	0	0	0	1	0	0.166666667
An10g00970	0	0	0	0	1	0	0	0	1	0	0.2
An06g00920	0	0	0	0	1	0	0	0	1	0	0.166666667
An14g01330	0	0	0	0	1	0	0	0	1	0	0.2
An12g10030	0	0	0	0	1	0	0	0	1	0	0.166666667
An13g01510	0	0	0	0	1	0	0	0	1	0	0.2
An06g02700	0	0	0	0	1	0	0	0	1	0	0.166666667
An07g01060	0	0	0	0	1	0	0	0	1	0	0.2
An11g01340	0	0	0	0	1	0	0	0	1	0	0.166666667
An04g01690	0	0	0	0	1	0	0	0	1	0	0.2
An12g10590	0	0	0	0	1	0	0	0	1	0	0.166666667
An02g10840	0	0	0	0	1	0	0	0	1	0	0.2
An12g01650	0	0	0	0	1	0	0	0	1	0	0.166666667
An01g05270	0	0	0	0	1	0	0	0	1	0	0.2
An14g03110	0	0	0	0	1	0	0	0	1	0	0.166666667
An02g11890	1	1	1	0	1	1	0	1	0	0	0.6
An03g00500	0	1	0	1	1	1	1	1	0	0	0.5
An09g01340	0	0	0	1	1	1	1	1	0	0	0.5
An01g00860	1	1	1	0	1	0	1	1	0	0	0.5
An18g02690	1	1	1	0	1	0	1	1	0	0	0.6
An03g01140	1	1	1	1	1	1	1	1	0	0	0.666666667
An02g11180	0	0	0	1	1	1	1	1	0	0	0.5
An08g04490	1	1	1	0	1	1	1	1	0	0	0.583333333
An09g00590	0	0	0	0	1	1	1	1	0	0	0.4
An08g03830	0	0	0	1	1	0	1	1	0	0	0.333333333
An03g01030	0	0	0	0	1	0	1	1	0	0	0.3
An11g10260	1	0	1	1	1	1	0	1	0	0	0.5
An15g03010	1	1	0	1	1	1	0	1	0	0	0.6
An11g10120	1	1	0	0	1	0	0	1	0	0	0.333333333
An09g00790	1	1	0	0	1	0	0	1	0	0	0.4
An09g02150	1	0	0	0	1	0	0	1	0	0	0.25
An11g08530	1	0	0	0	1	0	0	1	0	0	0.3
An12g05310	0	0	0	0	1	0	0	1	0	0	0.166666667
An17g00390	0	0	0	0	1	0	0	1	0	0	0.2
An11g00310	0	0	0	0	1	0	0	1	0	0	0.166666667
An03g01370	0	0	0	0	1	0	0	1	0	0	0.2
An12g05970	0	0	0	0	1	0	0	1	0	0	0.166666667
An01g03200	0	0	0	0	1	0	0	1	0	0	0.2
An08g10220	1	1	1	1	1	1	1	0	0	0	0.583333333
An06g02490	0	0	0	0	1	0	1	0	0	0	0.2
An18g00260	0	0	0	0	1	0	1	0	0	0	0.166666667
An13g02120	1	1	0	0	1	0	1	0	0	0	0.4
An07g00950	0	0	0	0	1	0	1	0	0	0	0.166666667
An14g01370	0	0	0	0	1	1	1	0	0	0	0.3
An14g05370	1	1	1	1	1	1	1	0	0	0	0.583333333
An03g05200	0	0	0	1	1	1	1	0	0	0	0.4
An11g06300	0	0	0	0	1	1	1	0	0	0	0.25
An16g05940	1	0	1	1	1	0	1	0	0	0	0.5
An08g01340	1	0	1	1	1	0	1	0	0	0	0.416666667
An15g05270	0	0	0	0	1	0	1	0	0	0	0.2
An07g02440	0	0	0	0	1	0	1	0	0	0	0.166666667
An08g01300	0	0	0	1	1	0	1	0	0	0	0.3
An11g00330	0	0	0	1	1	0	1	0	0	0	0.25
An06g02470	0	0	0	1	1	0	1	0	0	0	0.3
An08g04560	0	1	1	0	1	0	1	0	0	0	0.333333333
An02g01070	0	0	0	0	1	0	1	0	0	0	0.2
An15g04190	0	0	0	0	1	0	1	0	0	0	0.166666667
An12g07120	0	0	0	0	1	0	1	0	0	0	0.2
An11g01220	0	0	0	0	1	0	1	0	0	0	0.166666667
An11g03200	0	0	0	0	1	0	1	0	0	0	0.2
An13g02110	0	0	0	0	1	0	1	0	0	0	0.166666667
An08g04050	0	0	0	0	1	0	1	0	0	0	0.2
An12g02630	0	0	0	0	1	0	1	0	0	0	0.166666667
An06g02150	0	0	0	0	1	0	1	0	0	0	0.2
An07g06480	0	0	0	0	1	0	1	0	0	0	0.166666667
An19g00280	0	0	0	0	1	0	1	0	0	0	0.2
An03g03390	0	0	0	0	1	1	0	0	0	0	0.166666667
An09g01480	0	0	0	0	1	1	0	0	0	0	0.2
An13g03800	0	0	0	0	1	1	0	0	0	0	0.166666667
An10g00780	0	0	0	0	1	1	0	0	0	0	0.2
An12g06770	0	0	0	1	1	1	0	0	0	0	0.25
An03g02510	0	0	0	1	1	1	0	0	0	0	0.3
An07g01320	0	0	0	1	1	1	0	0	0	0	0.25
An16g06170	0	0	0	1	1	1	0	0	0	0	0.3
An11g10270	1	0	1	0	1	1	0	0	0	0	0.333333333
An12g07030	0	1	0	0	1	1	0	0	0	0	0.3
An04g02990	1	0	0	0	1	1	0	0	0	0	0.25
An14g07390	0	0	0	0	1	1	0	0	0	0	0.2
An18g01290	0	0	0	0	1	1	0	0	0	0	0.166666667
An06g00360	0	0	0	0	1	1	0	0	0	0	0.2
An15g05840	0	0	0	0	1	1	0	0	0	0	0.166666667
An03g00830	0	0	0	0	1	1	0	0	0	0	0.2
An09g01130	0	0	0	0	1	1	0	0	0	0	0.166666667
An12g01770	0	0	0	0	1	1	0	0	0	0	0.2
An06g00780	0	0	0	0	1	1	0	0	0	0	0.166666667
An16g02020	1	1	0	0	1	0	0	0	0	0	0.3
An16g05970	1	0	0	0	1	0	0	0	0	0	0.166666667
An09g05350	0	0	0	0	1	0	0	0	0	0	0.1
An01g01460	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g01410	0	0	0	0	1	0	0	0	0	0	0.1
An03g01910	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g05280	0	0	0	0	1	0	0	0	0	0	0.1
An08g08140	0	0	0	0	1	0	0	0	0	0	0.083333333
An06g00460	0	0	0	0	1	0	0	0	0	0	0.1
An03g01700	0	0	0	0	1	0	0	0	0	0	0.083333333
An14g03870	0	0	0	0	1	0	0	0	0	0	0.1
An03g00670	0	0	1	1	1	0	0	0	0	0	0.25
An07g04880	1	0	0	1	1	0	0	0	0	0	0.3
An04g06110	1	0	0	1	1	0	0	0	0	0	0.25
An15g07820	1	0	0	1	1	0	0	0	0	0	0.3
An09g03020	0	0	0	1	1	0	0	0	0	0	0.166666667
An01g01630	0	0	0	1	1	0	0	0	0	0	0.2
An04g00720	0	0	0	1	1	0	0	0	0	0	0.166666667
An09g03650	0	0	0	1	1	0	0	0	0	0	0.2
An06g02340	0	0	0	1	1	0	0	0	0	0	0.166666667
An15g07800	0	0	0	1	1	0	0	0	0	0	0.2
An15g01220	0	0	0	1	1	0	0	0	0	0	0.166666667
An16g06270	0	0	0	1	1	0	0	0	0	0	0.2
An10g00190	0	0	0	1	1	0	0	0	0	0	0.166666667
An13g03050	0	0	0	1	1	0	0	0	0	0	0.2
An04g04500	0	0	0	1	1	0	0	0	0	0	0.166666667
An15g07790	0	0	0	1	1	0	0	0	0	0	0.2
An07g04400	0	0	0	1	1	0	0	0	0	0	0.166666667
An11g09190	1	0	1	0	1	0	0	0	0	0	0.3
An01g00530	0	0	1	0	1	0	0	0	0	0	0.166666667
An16g05910	0	0	1	0	1	0	0	0	0	0	0.2
An19g00230	0	1	0	0	1	0	0	0	0	0	0.166666667
An07g04550	0	1	0	0	1	0	0	0	0	0	0.2
An11g06330	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g12840	0	0	0	0	1	0	0	0	0	0	0.1
An11g07170	0	0	0	0	1	0	0	0	0	0	0.083333333
An14g04130	0	0	0	0	1	0	0	0	0	0	0.1
An14g02710	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g02110	0	0	0	0	1	0	0	0	0	0	0.1
An08g09710	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g07040	0	0	0	0	1	0	0	0	0	0	0.1
An02g13230	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g00300	0	0	0	0	1	0	0	0	0	0	0.1
An03g03440	0	0	0	0	1	0	0	0	0	0	0.083333333
An02g09890	0	0	0	0	1	0	0	0	0	0	0.1
An01g15200	0	0	0	0	1	0	0	0	0	0	0.083333333
An08g01910	0	0	0	0	1	0	0	0	0	0	0.1
An14g02420	0	0	0	0	1	0	0	0	0	0	0.083333333
An07g06970	0	0	0	0	1	0	0	0	0	0	0.1
An06g02200	0	0	0	0	1	0	0	0	0	0	0.083333333
An05g01250	0	0	0	0	1	0	0	0	0	0	0.1
An02g08880	0	0	0	0	1	0	0	0	0	0	0.083333333
An13g02470	0	0	0	0	1	0	0	0	0	0	0.1
An08g04510	0	0	0	0	1	0	0	0	0	0	0.083333333
An06g02350	0	0	0	0	1	0	0	0	0	0	0.1
An03g00150	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g01240	0	0	0	0	1	0	0	0	0	0	0.1
An14g02670	0	0	0	0	1	0	0	0	0	0	0.083333333
An13g03400	0	0	0	0	1	0	0	0	0	0	0.1
An09g02420	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g04040	0	0	0	0	1	0	0	0	0	0	0.1
An01g14440	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g10200	0	0	0	0	1	0	0	0	0	0	0.1
An04g09560	0	0	0	0	1	0	0	0	0	0	0.083333333
An16g01740	0	0	0	0	1	0	0	0	0	0	0.1
An01g12260	0	0	0	0	1	0	0	0	0	0	0.083333333
An14g00450	0	0	0	0	1	0	0	0	0	0	0.1
An02g11640	0	0	0	0	1	0	0	0	0	0	0.083333333
An08g04330	0	0	0	0	1	0	0	0	0	0	0.1
An02g01380	0	0	0	0	1	0	0	0	0	0	0.083333333
An05g00400	0	0	0	0	1	0	0	0	0	0	0.1
An12g05930	0	0	0	0	1	0	0	0	0	0	0.083333333
An02g13120	0	0	0	0	1	0	0	0	0	0	0.1
An14g02770	0	0	0	0	1	0	0	0	0	0	0.083333333
An07g06210	0	0	0	0	1	0	0	0	0	0	0.1
An10g00380	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g03550	0	0	0	0	1	0	0	0	0	0	0.1
An02g03690	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g08850	0	0	0	0	1	0	0	0	0	0	0.1
An09g02760	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g00290	0	0	0	0	1	0	0	0	0	0	0.1
An02g00320	0	0	0	0	1	0	0	0	0	0	0.083333333
An06g01000	0	0	0	0	1	0	0	0	0	0	0.1
An04g05610	0	0	0	0	1	0	0	0	0	0	0.083333333
An01g01310	0	0	0	0	1	0	0	0	0	0	0.1
An11g02720	0	0	0	0	1	0	0	0	0	0	0.083333333
An09g04390	0	0	0	0	1	0	0	0	0	0	0.1
An16g01900	0	0	0	0	1	0	0	0	0	0	0.083333333
An16g06520	0	0	0	0	1	0	0	0	0	0	0.1
An13g01470	0	0	0	0	1	0	0	0	0	0	0.083333333
An11g08120	0	0	0	0	1	0	0	0	0	0	0.1
An07g01140	0	0	0	0	1	0	0	0	0	0	0.083333333
An06g02130	0	0	0	0	1	0	0	0	0	0	0.1
An08g08030	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g02630	0	0	0	0	1	0	0	0	0	0	0.1
An01g08540	0	0	0	0	1	0	0	0	0	0	0.083333333
An16g06140	0	0	0	0	1	0	0	0	0	0	0.1
An08g11500	0	0	0	0	1	0	0	0	0	0	0.083333333
An07g08410	0	0	0	0	1	0	0	0	0	0	0.1
An11g08460	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g02490	0	0	0	0	1	0	0	0	0	0	0.1
An08g09850	0	0	0	0	1	0	0	0	0	0	0.083333333
An03g05230	0	0	0	0	1	0	0	0	0	0	0.1
An01g05280	0	0	0	0	1	0	0	0	0	0	0.083333333
An16g00460	0	0	0	0	1	0	0	0	0	0	0.1
An16g06580	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g00140	0	0	0	0	1	0	0	0	0	0	0.1
An14g07140	0	0	0	0	1	0	0	0	0	0	0.083333333
An10g00840	0	0	0	0	1	0	0	0	0	0	0.1
An01g15140	0	0	0	0	1	0	0	0	0	0	0.083333333
An15g03750	0	0	0	0	1	0	0	0	0	0	0.1
An10g00210	0	0	0	0	1	0	0	0	0	0	0.083333333
An12g02130	0	0	0	0	1	0	0	0	0	0	0.1
An06g00800	0	0	0	0	1	0	0	0	0	0	0.083333333
An08g06740	0	0	0	0	1	0	0	0	0	0	0.1
An04g10110	0	0	0	0	1	0	0	0	0	0	0.083333333
